1190,"Tirana International Airport Mother Teresa","Tirana","Albania","TIA","LATI",41.4147,19.7206,126,1,"E"
1191,"Burgas Airport","Bourgas","Bulgaria","BOJ","LBBG",42.5696,27.5152,135,2,"E"
1192,"Gorna Oryahovitsa Airport","Gorna Orechovica","Bulgaria","GOZ","LBGO",43.1514,25.7129,285,2,"E"
1193,"Plovdiv International Airport","Plovdiv","Bulgaria","PDV","LBPD",42.0678,24.8508,597,2,"E"
1194,"Sofia Airport","Sofia","Bulgaria","SOF","LBSF",42.6967,23.4114,1742,2,"E"
1195,"Stara Zagora Airport","Stara Zagora","Bulgaria","SZR","LBSZ",42.3767,25.6550,558,2,"E"
1196,"Varna Airport","Varna","Bulgaria","VAR","LBWN",43.2321,27.8251,230,2,"E"
1197,"Larnaca International Airport","Larnaca","Cyprus","LCA","LCLK",34.8751,33.6249,8,2,"E"
1198,"Paphos International Airport","Paphos","Cyprus","PFO","LCPH",34.7180,32.4857,41,2,"E"
1199,"RAF Akrotiri","Akrotiri","Cyprus","AKT","LCRA",34.5904,32.9879,76,0,"E"
1200,"Dubrovnik Airport","Dubrovnik","Croatia","DBV","LDDU",42.5614,18.2682,527,1,"E"
1201,"Osijek-?epin Airfield","Cepin","Croatia","","LDOC",45.5428,18.6319,299,1,"E"
1202,"Osijek Airport","Osijek","Croatia","OSI","LDOS",45.4627,18.8102,290,1,"E"
1203,"Pula Airport","Pula","Croatia","PUY","LDPL",44.8935,13.9222,274,1,"E"
1204,"Grobnicko Polje Airport","Grobnik","Croatia","","LDRG",45.3795,14.5038,951,1,"E"
1205,"Rijeka Airport","Rijeka","Croatia","RJK","LDRI",45.2169,14.5703,278,1,"E"
1206,"Split Airport","Split","Croatia","SPU","LDSP",43.5389,16.2980,79,1,"E"
1207,"Varaždin Airport","Varazdin","Croatia","","LDVA",46.2946,16.3829,548,1,"E"
1208,"Zagreb Airport","Zagreb","Croatia","ZAG","LDZA",45.7429,16.0688,353,1,"E"
1209,"Zadar Airport","Zadar","Croatia","ZAD","LDZD",44.1083,15.3467,289,1,"E"
1210,"Udbina Air Base","Udbina","Croatia","","LDZU",44.5576,15.7744,2462,1,"E"
1211,"Albacete-Los Llanos Airport","Albacete","Spain","ABC","LEAB",38.9485,-1.8635,2302,1,"E"
1212,"Alicante International Airport","Alicante","Spain","ALC","LEAL",38.2822,-0.5582,142,1,"E"
1213,"Almería International Airport","Almeria","Spain","LEI","LEAM",36.8439,-2.3701,70,1,"E"
1214,"Asturias Airport","Aviles","Spain","OVD","LEAS",43.5636,-6.0346,416,1,"E"
1215,"Córdoba Airport","Cordoba","Spain","ODB","LEBA",37.8420,-4.8489,297,1,"E"
1216,"Bilbao Airport","Bilbao","Spain","BIO","LEBB",43.3011,-2.9106,138,1,"E"
1218,"Barcelona International Airport","Barcelona","Spain","BCN","LEBL",41.2971,2.0785,12,1,"E"
1219,"Badajoz Airport","Badajoz","Spain","BJZ","LEBZ",38.8913,-6.8213,609,1,"E"
1220,"A Coruña Airport","La Coruna","Spain","LCG","LECO",43.3021,-8.3773,326,1,"E"
1221,"Armilla Air Base","Granada","Spain","","LEGA",37.1332,-3.6357,2297,1,"E"
1222,"Girona Airport","Gerona","Spain","GRO","LEGE",41.9010,2.7606,468,1,"E"
1223,"Federico Garcia Lorca Airport","Granada","Spain","GRX","LEGR",37.1887,-3.7774,1860,1,"E"
1224,"Getafe Air Base","Madrid","Spain","","LEGT",40.2941,-3.7238,2031,1,"E"
1225,"Ibiza Airport","Ibiza","Spain","IBZ","LEIB",38.8729,1.3731,24,1,"E"
1226,"Jerez Airport","Jerez","Spain","XRY","LEJR",36.7446,-6.0601,93,1,"E"
1227,"San Javier Airport","Murcia","Spain","MJV","LELC",37.7750,-0.8124,11,1,"E"
1229,"Adolfo Suárez Madrid–Barajas Airport","Madrid","Spain","MAD","LEMD",40.4719,-3.5626,1998,1,"E"
1230,"Málaga Airport","Malaga","Spain","AGP","LEMG",36.6749,-4.4991,53,1,"E"
1231,"Menorca Airport","Menorca","Spain","MAH","LEMH",39.8626,4.2186,302,1,"E"
1232,"Moron Air Base","Sevilla","Spain","OZP","LEMO",37.1749,-5.6159,285,1,"E"
1233,"Ocaña Airport","Ocana","Spain","","LEOC",39.9375,-3.5033,2405,1,"E"
1234,"Pamplona Airport","Pamplona","Spain","PNA","LEPP",42.7700,-1.6463,1504,1,"E"
1235,"Alcantarilla Air Base","Murcia","Spain","","LERI",37.9511,-1.2303,250,1,"E"
1236,"Reus Air Base","Reus","Spain","REU","LERS",41.1474,1.1672,233,1,"E"
1237,"Rota Naval Station Airport","Rota","Spain","ROZ","LERT",36.6452,-6.3495,86,1,"E"
1238,"Salamanca Airport","Salamanca","Spain","SLM","LESA",40.9521,-5.5020,2595,1,"E"
1239,"Son Bonet Airport","Son Bonet","Spain","","LESB",39.5989,2.7028,157,1,"E"
1241,"San Luis Airport","San Luis","Spain","","LESL",39.8622,4.2583,197,1,"E"
1242,"San Sebastian Airport","San Sebastian","Spain","EAS","LESO",43.3565,-1.7906,16,1,"E"
1243,"Santiago de Compostela Airport","Santiago","Spain","SCQ","LEST",42.8963,-8.4151,1213,1,"E"
1244,"Pirineus - la Seu d'Urgel Airport","Seo De Urgel","Spain","LEU","LESU",42.3386,1.4092,2625,1,"E"
1245,"Torrejón Airport","Madrid","Spain","TOJ","LETO",40.4967,-3.4459,2026,1,"E"
1246,"Valencia Airport","Valencia","Spain","VLC","LEVC",39.4893,-0.4816,240,1,"E"
1247,"Valladolid Airport","Valladolid","Spain","VLL","LEVD",41.7061,-4.8519,2776,1,"E"
1249,"Vitoria/Foronda Airport","Vitoria","Spain","VIT","LEVT",42.8828,-2.7245,1682,1,"E"
1250,"Vigo Airport","Vigo","Spain","VGO","LEVX",42.2318,-8.6268,856,1,"E"
1251,"Santander Airport","Santander","Spain","SDR","LEXJ",43.4271,-3.8200,16,1,"E"
1252,"Zaragoza Air Base","Zaragoza","Spain","ZAZ","LEZG",41.6662,-1.0416,863,1,"E"
1253,"Sevilla Airport","Sevilla","Spain","SVQ","LEZL",37.4180,-5.8931,112,1,"E"
1254,"Calais-Dunkerque Airport","Calais","France","CQF","LFAC",50.9621,1.9548,12,1,"E"
1255,"Péronne-Saint-Quentin Airport","Peronne","France","","LFAG",49.8685,3.0296,295,1,"E"
1256,"Nangis-Les Loges Airport","Nangis","France","","LFAI",48.5962,3.0068,428,1,"E"
1257,"Bagnoles-de-l'Orne-Couterne Airport","Bagnole-de-l'orne","France","","LFAO",48.5458,-0.3874,718,1,"E"
1258,"Albert-Bray Airport","Albert","France","BYF","LFAQ",49.9715,2.6977,364,1,"E"
1259,"Le Touquet-Côte d'Opale Airport","Le Tourquet","France","LTQ","LFAT",50.5174,1.6206,36,1,"E"
1260,"Valenciennes-Denain Airport","Valenciennes","France","XVS","LFAV",50.3258,3.4613,177,1,"E"
1261,"Amiens-Glisy Airport","Amiens","France","","LFAY",49.8730,2.3871,208,1,"E"
1262,"Agen-La Garenne Airport","Agen","France","AGF","LFBA",44.1747,0.5906,204,1,"E"
1263,"Cazaux (BA 120) Air Base","Cazaux","France","","LFBC",44.5333,-1.1250,84,1,"E"
1264,"Bordeaux-Mérignac Airport","Bordeaux","France","BOD","LFBD",44.8283,-0.7156,162,1,"E"
1265,"Bergerac-Roumanière Airport","Bergerac","France","EGC","LFBE",44.8253,0.5186,171,1,"E"
1266,"Toulouse-Francazal (BA 101) Air Base","Toulouse","France","","LFBF",43.5456,1.3675,535,1,"E"
1267,"Cognac-Châteaubernard (BA 709) Air Base","Cognac","France","CNG","LFBG",45.6583,-0.3175,102,1,"E"
1268,"Poitiers-Biard Airport","Poitiers","France","PIS","LFBI",46.5877,0.3067,423,1,"E"
1269,"Montluçon-Guéret Airport","Montlucon-gueret","France","MCU","LFBK",46.2226,2.3640,1497,1,"E"
1270,"Limoges Airport","Limoges","France","LIG","LFBL",45.8628,1.1794,1300,1,"E"
1271,"Mont-de-Marsan (BA 118) Air Base","Mont-de-marsan","France","","LFBM",43.9117,-0.5075,203,1,"E"
1272,"Niort-Souché Airport","Niort","France","NIT","LFBN",46.3135,-0.3945,203,1,"E"
1273,"Toulouse-Blagnac Airport","Toulouse","France","TLS","LFBO",43.6291,1.3638,499,1,"E"
1274,"Pau Pyrénées Airport","Pau","France","PUF","LFBP",43.3800,-0.4186,616,1,"E"
1275,"Muret-Lherm Airport","La Rochelle","France","","LFBR",43.4489,1.2633,622,1,"E"
1276,"Tarbes-Lourdes-Pyrénées Airport","Tarbes","France","LDE","LFBT",43.1787,-0.0064,1260,1,"E"
1277,"Angoulême-Brie-Champniers Airport","Angouleme","France","ANG","LFBU",45.7292,0.2215,436,1,"E"
1278,"Brive Souillac Airport","Brive","France","BVE","LFSL",45.0397,1.4856,1016,1,"E"
1279,"Périgueux-Bassillac Airport","Perigueux","France","PGX","LFBX",45.1981,0.8156,328,1,"E"
1280,"Biarritz-Anglet-Bayonne Airport","Biarritz-bayonne","France","BIQ","LFBZ",43.4683,-1.5311,245,1,"E"
1281,"Cahors-Lalbenque Airport","Cahors","France","ZAO","LFCC",44.3514,1.4753,912,1,"E"
1282,"Saint-Girons-Antichan Airport","St.-girons","France","","LFCG",43.0078,1.1032,1368,1,"E"
1283,"Arcachon-La Teste-de-Buch Airport","Arcachon","France","","LFCH",44.5964,-1.1108,49,1,"E"
1284,"Albi-Le Séquestre Airport","Albi","France","LBI","LFCI",43.9139,2.1131,564,1,"E"
1285,"Castres-Mazamet Airport","Castres","France","DCM","LFCK",43.5563,2.2892,788,1,"E"
1286,"Toulouse-Lasbordes Airport","Toulouse","France","","LFCL",43.5861,1.4992,459,1,"E"
1287,"Millau-Larzac Airfield","Millau","France","","LFCM",43.9893,3.1830,2606,1,"E"
1288,"Graulhet-Montdragon Airport","Graulhet","France","","LFCQ",43.7711,2.0108,581,1,"E"
1289,"Rodez-Marcillac Airport","Rodez","France","RDZ","LFCR",44.4079,2.4827,1910,1,"E"
1290,"Ussel-Thalamy Airport","Ussel","France","","LFCU",45.5347,2.4239,2428,1,"E"
1291,"Villeneuve-sur-Lot Airport","Villeneuve-sur-lot","France","","LFCW",44.3969,0.7589,190,1,"E"
1292,"Royan-Médis Airport","Royan","France","RYN","LFCY",45.6281,-0.9725,72,1,"E"
1293,"Mimizan Airport","Mimizan","France","","LFCZ",44.1459,-1.1643,164,1,"E"
1294,"Aire-sur-l'Adour Airport","Aire-sur-l'adour","France","","LFDA",43.7094,-0.2453,259,1,"E"
1295,"Montauban Airport","Montauban","France","XMW","LFDB",44.0257,1.3780,351,1,"E"
1296,"Auch-Lamothe Airport","Auch","France","","LFDH",43.6878,0.6017,411,1,"E"
1297,"Libourne-Artigues-de-Lussac Airport","Libourne","France","","LFDI",44.9825,-0.1347,157,1,"E"
1298,"Pamiers-Les Pujols Airport","Pamiers","France","","LFDJ",43.0906,1.6958,1115,1,"E"
1299,"Marmande-Virazeil Airport","Marmande","France","","LFDM",44.4989,0.2005,105,1,"E"
1300,"Rochefort-Saint-Agnant (BA 721) Airport","Rochefort","France","RCO","LFDN",45.8878,-0.9831,60,1,"E"
1301,"Pontivy Airport","Pontivy","France","","LFED",48.0585,-2.9218,407,1,"E"
1302,"Aubigny-sur-Nère Airport","Aubigny-sur-nere","France","","LFEH",47.4806,2.3942,630,1,"E"
1303,"Guiscriff Scaer Airport","Guiscriff-scaer","France","","LFES",48.0525,-3.6647,574,1,"E"
1305,"Ancenis Airport","Ancenis","France","","LFFI",47.4081,-1.1775,111,1,"E"
1306,"Brienne-le-Château Airport","Brienne-le Chateau","France","","LFFN",48.4298,4.4822,381,1,"E"
1307,"Colmar-Houssen Airport","Colmar","France","CMR","LFGA",48.1099,7.3590,628,1,"E"
1308,"Beaune-Challanges Airport","Beaune","France","","LFGF",47.0059,4.8934,656,1,"E"
1309,"Dole-Tavaux Airport","Dole","France","DLE","LFGJ",47.0427,5.4351,645,1,"E"
1310,"Joigny Airport","Joigny","France","","LFGK",47.9922,3.3922,732,1,"E"
1311,"Verdun-Le Rozelier Airfield","Verdun","France","","LFGW",49.1224,5.4691,1230,1,"E"
1312,"Aubenas-Ardèche Méridional Airport","Aubenas-vals-lanas","France","OBS","LFHO",44.5442,4.3722,923,1,"E"
1313,"Le Puy-Loudes Airport","Le Puy","France","LPY","LFHP",45.0807,3.7629,2731,1,"E"
1314,"Saint-Flour-Coltines Airport","St.-flour","France","","LFHQ",45.0764,2.9936,3218,1,"E"
1315,"Bourg-Ceyzériat Airport","Bourg","France","","LFHS",46.2009,5.2920,857,1,"E"
1316,"Villefranche-Tarare Airport","Vilefrance","France","","LFHV",45.9200,4.6349,1076,1,"E"
1317,"Moulins-Montbeugny Airport","Moulins","France","","LFHY",46.5346,3.4237,915,1,"E"
1318,"Saint-Affrique-Belmont Airport","St.-afrique-belmont","France","","LFIF",43.8233,2.7453,1686,1,"E"
1319,"Cassagnes-Bégonhès Airport","Cassagnes-beghones","France","","LFIG",44.1778,2.5150,2024,1,"E"
1320,"Metz-Nancy-Lorraine Airport","Metz","France","ETZ","LFJL",48.9821,6.2513,870,1,"E"
1321,"Bastia-Poretta Airport","Bastia","France","BIA","LFKB",42.5527,9.4837,26,1,"E"
1322,"Calvi-Sainte-Catherine Airport","Calvi","France","CLY","LFKC",42.5244,8.7931,209,1,"E"
1323,"Figari Sud-Corse Airport","Figari","France","FSC","LFKF",41.5006,9.0978,87,1,"E"
1324,"Ajaccio-Napoléon Bonaparte Airport","Ajaccio","France","AJA","LFKJ",41.9236,8.8029,18,1,"E"
1325,"Propriano Airport","Propriano","France","PRP","LFKO",41.6606,8.8897,13,1,"E"
1326,"Solenzara (BA 126) Air Base","Solenzara","France","SOZ","LFKS",41.9244,9.4060,28,1,"E"
1327,"Corte Airport","Corte","France","","LFKT",42.2936,9.1931,1132,1,"E"
1328,"Auxerre-Branches Airport","Auxerre","France","AUF","LFLA",47.8502,3.4971,523,1,"E"
1329,"Chambéry-Savoie Airport","Chambery","France","CMF","LFLB",45.6381,5.8802,779,1,"E"
1330,"Clermont-Ferrand Auvergne Airport","Clermont-Ferrand","France","CFE","LFLC",45.7867,3.1692,1090,1,"E"
1331,"Bourges Airport","Bourges","France","BOU","LFLD",47.0581,2.3703,529,1,"E"
1332,"Chambéry-Challes-les-Eaux Airport","Chambery","France","","LFLE",45.5611,5.9758,973,1,"E"
1333,"Chalon-Champforgeuil Airport","Chalon","France","","LFLH",46.8261,4.8176,623,1,"E"
1334,"Annemasse Airport","Annemasse","France","QNJ","LFLI",46.1920,6.2684,1620,1,"E"
1335,"Lyon Saint-Exupéry Airport","Lyon","France","LYS","LFLL",45.7256,5.0811,821,1,"E"
1336,"Mâcon-Charnay Airport","Macon","France","","LFLM",46.2951,4.7958,728,1,"E"
1337,"Saint-Yan Airport","St.-yan","France","SYT","LFLN",46.4125,4.0133,796,1,"E"
1338,"Roanne-Renaison Airport","Roanne","France","RNE","LFLO",46.0583,4.0014,1106,1,"E"
1339,"Annecy-Haute-Savoie-Mont Blanc Airport","Annecy","France","NCY","LFLP",45.9308,6.1064,1521,1,"E"
1340,"Grenoble-Isère Airport","Grenoble","France","GNB","LFLS",45.3629,5.3294,1302,1,"E"
1341,"Montluçon-Domérat Airport","Montlucon","France","","LFLT",46.3525,2.5705,771,1,"E"
1342,"Valence-Chabeuil Airport","Valence","France","VAF","LFLU",44.9216,4.9699,525,1,"E"
1343,"Vichy-Charmeil Airport","Vichy","France","VHY","LFLV",46.1697,3.4037,817,1,"E"
1344,"Aurillac Airport","Aurillac","France","AUR","LFLW",44.8914,2.4219,2096,1,"E"
1345,"Châteauroux-Déols ""Marcel Dassault"" Airport","Chateauroux","France","CHR","LFLX",46.8603,1.7211,529,1,"E"
1346,"Lyon-Bron Airport","Lyon","France","LYN","LFLY",45.7272,4.9443,659,1,"E"
1347,"Aix-en-Provence (BA 114) Airport","Aix-les-milles","France","","LFMA",43.5056,5.3678,367,1,"E"
1348,"Le Luc-Le Cannet Airport","Le Luc","France","","LFMC",43.3847,6.3871,265,1,"E"
1349,"Cannes-Mandelieu Airport","Cannes","France","CEQ","LFMD",43.5420,6.9535,13,1,"E"
1350,"Saint-Étienne-Bouthéon Airport","St-Etienne","France","EBU","LFMH",45.5406,4.2964,1325,1,"E"
1351,"Istres Le Tubé/Istres Air Base (BA 125) Airport","Istres","France","","LFMI",43.5227,4.9238,82,1,"E"
1352,"Carcassonne Airport","Carcassonne","France","CCF","LFMK",43.2160,2.3063,433,1,"E"
1353,"Marseille Provence Airport","Marseille","France","MRS","LFML",43.4393,5.2214,74,1,"E"
1354,"Nice-Côte d'Azur Airport","Nice","France","NCE","LFMN",43.6584,7.2159,12,1,"E"
1355,"Orange-Caritat (BA 115) Air Base","Orange","France","XOG","LFMO",44.1405,4.8667,197,1,"E"
1356,"Perpignan-Rivesaltes (Llabanère) Airport","Perpignan","France","PGF","LFMP",42.7404,2.8707,144,1,"E"
1357,"Le Castellet Airport","Le Castellet","France","CTT","LFMQ",43.2525,5.7852,1391,1,"E"
1358,"Alès-Deaux Airport","Ales","France","","LFMS",44.0697,4.1421,668,1,"E"
1359,"Montpellier-Méditerranée Airport","Montpellier","France","MPL","LFMT",43.5762,3.9630,17,1,"E"
1360,"Béziers-Vias Airport","Beziers","France","BZR","LFMU",43.3235,3.3539,56,1,"E"
1361,"Avignon-Caumont Airport","Avignon","France","AVN","LFMV",43.9073,4.9018,124,1,"E"
1362,"Salon-de-Provence (BA 701) Air Base","Salon","France","","LFMY",43.6064,5.1093,195,1,"E"
1363,"Lézignan-Corbières Airfield","Lezignan-corbieres","France","","LFMZ",43.1758,2.7342,207,1,"E"
1364,"Mende-Brenoux Airfield","Mende","France","MEN","LFNB",44.5021,3.5328,3362,1,"E"
1365,"Carpentras Airport","Carpentras","France","","LFNH",44.0298,5.0781,394,1,"E"
1366,"Avord (BA 702) Air Base","Avord","France","","LFOA",47.0533,2.6325,580,1,"E"
1367,"Paris Beauvais Tillé Airport","Beauvais","France","BVA","LFOB",49.4544,2.1128,359,1,"E"
1368,"Châteaudun (BA 279) Air Base","Chateaudun","France","","LFOC",48.0581,1.3766,433,1,"E"
1369,"Saumur-Saint-Florent Airport","Saumur","France","","LFOD",47.2568,-0.1151,269,1,"E"
1370,"Évreux-Fauville (BA 105) Air Base","Evreux","France","EVX","LFOE",49.0287,1.2199,464,1,"E"
1371,"Le Havre Octeville Airport","Le Havre","France","LEH","LFOH",49.5339,0.0881,313,1,"E"
1372,"Abbeville","Abbeville","France","XAB","LFOI",50.1435,1.8319,220,1,"E"
1373,"Orléans-Bricy (BA 123) Air Base","Orleans","France","ORE","LFOJ",47.9878,1.7606,412,1,"E"
1374,"Châlons-Vatry Airport","Chalons","France","XCR","LFOK",48.7733,4.2061,587,1,"E"
1375,"Rouen Airport","Rouen","France","URO","LFOP",49.3842,1.1748,512,1,"E"
1376,"Tours-Val-de-Loire Airport","Tours","France","TUF","LFOT",47.4322,0.7276,357,1,"E"
1377,"Cholet Le Pontreau Airport","Cholet","France","CET","LFOU",47.0821,-0.8771,443,1,"E"
1378,"Laval-Entrammes Airport","Laval","France","LVA","LFOV",48.0314,-0.7430,330,1,"E"
1379,"Orléans-Saint-Denis-de-l'Hôtel Airport","Orleans","France","","LFOZ",47.8969,2.1633,396,1,"E"
1380,"Paris-Le Bourget Airport","Paris","France","LBG","LFPB",48.9694,2.4414,218,1,"E"
1381,"Creil Air Base","Creil","France","CSF","LFPC",49.2535,2.5191,291,1,"E"
1382,"Charles de Gaulle International Airport","Paris","France","CDG","LFPG",49.0128,2.5500,392,1,"E"
1383,"Coulommiers-Voisins Airport","Coulommiers","France","","LFPK",48.8377,3.0161,470,1,"E"
1384,"Melun-Villaroche Air Base","Melun","France","","LFPM",48.6047,2.6711,302,1,"E"
1385,"Toussus-le-Noble Airport","Toussous-le-noble","France","TNF","LFPN",48.7519,2.1062,538,1,"E"
1386,"Paris-Orly Airport","Paris","France","ORY","LFPO",48.7233,2.3794,291,1,"E"
1387,"Pontoise - Cormeilles-en-Vexin Airport","Pontoise","France","POX","LFPT",49.0967,2.0408,325,1,"E"
1388,"Villacoublay-Vélizy (BA 107) Air Base","Villacoublay","France","VIY","LFPV",48.7742,2.1917,584,1,"E"
1389,"Reims-Prunay Airport","Reims","France","","LFQA",49.2087,4.1566,313,1,"E"
1390,"Troyes-Barberey Airport","Troyes","France","","LFQB",48.3221,4.0167,388,1,"E"
1391,"Lunéville-Croismare Airport","Luneville","France","","LFQC",48.5933,6.5435,790,1,"E"
1392,"Étain-Rouvres Air Base","Etain","France","","LFQE",49.2269,5.6722,770,1,"E"
1393,"Autun-Bellevue Airport","Autun","France","","LFQF",46.9673,4.2606,997,1,"E"
1394,"Nevers-Fourchambault Airport","Nevers","France","NVS","LFQG",47.0026,3.1133,602,1,"E"
1395,"Cambrai-Épinoy (BA 103) Air Base","Cambrai","France","","LFQI",50.2218,3.1542,257,1,"E"
1396,"Maubeuge-Élesmes Airport","Maubeuge","France","XME","LFQJ",50.3105,4.0331,452,1,"E"
1397,"Besançon-La Vèze Airport","Besancon-la-veze","France","","LFQM",47.2066,6.0837,1271,1,"E"
1398,"Phalsbourg-Bourscheid Air Base","Phalsbourg","France","","LFQP",48.7681,7.2050,1017,1,"E"
1399,"Lille-Lesquin Airport","Lille","France","LIL","LFQQ",50.5633,3.0869,157,1,"E"
1400,"Merville-Calonne Airport","Merville","France","HZB","LFQT",50.6184,2.6422,61,1,"E"
1401,"Charleville-Mézières Airport","Charleville","France","XCZ","LFQV",49.7839,4.6471,492,1,"E"
1402,"Vesoul-Frotey Airport","Vesoul-frotey","France","","LFQW",47.6376,6.2039,1249,1,"E"
1403,"Brest Bretagne Airport","Brest","France","BES","LFRB",48.4479,-4.4185,325,1,"E"
1404,"Cherbourg-Maupertus Airport","Cherbourg","France","CER","LFRC",49.6501,-1.4703,459,1,"E"
1405,"Dinard-Pleurtuit-Saint-Malo Airport","Dinard","France","DNR","LFRD",48.5877,-2.0800,219,1,"E"
1406,"La Baule-Escoublac Airport","La Baule","France","LBY","LFRE",47.2894,-2.3464,105,1,"E"
1407,"Granville Airport","Granville","France","GFR","LFRF",48.8831,-1.5642,45,1,"E"
1408,"Deauville-Saint-Gatien Airport","Deauville","France","DOL","LFRG",49.3653,0.1543,479,1,"E"
1409,"Lorient South Brittany (Bretagne Sud) Airport","Lorient","France","LRT","LFRH",47.7606,-3.4400,160,1,"E"
1410,"La Roche-sur-Yon Airport","La Roche-sur-yon","France","EDM","LFRI",46.7019,-1.3786,299,1,"E"
1411,"Landivisiau Air Base","Landivisiau","France","LDV","LFRJ",48.5303,-4.1516,348,1,"E"
1412,"Caen-Carpiquet Airport","Caen","France","CFR","LFRK",49.1733,-0.4500,256,1,"E"
1413,"Lanvéoc-Poulmic Air Base","Lanvedoc","France","","LFRL",48.2817,-4.4450,287,1,"E"
1414,"Le Mans-Arnage Airport","Le Mans","France","LME","LFRM",47.9486,0.2017,194,1,"E"
1415,"Rennes-Saint-Jacques Airport","Rennes","France","RNS","LFRN",48.0695,-1.7348,124,1,"E"
1416,"Lannion-Côte de Granit Airport","Lannion","France","LAI","LFRO",48.7544,-3.4717,290,1,"E"
1417,"Quimper-Cornouaille Airport","Quimper","France","UIP","LFRQ",47.9750,-4.1678,297,1,"E"
1418,"Nantes Atlantique Airport","Nantes","France","NTE","LFRS",47.1532,-1.6107,90,1,"E"
1419,"Saint-Brieuc-Armor Airport","St.-brieuc Armor","France","SBK","LFRT",48.5378,-2.8544,453,1,"E"
1420,"Morlaix-Ploujean Airport","Morlaix","France","MXN","LFRU",48.6032,-3.8158,272,1,"E"
1421,"Vannes-Meucon Airport","Vannes","France","VNE","LFRV",47.7233,-2.7186,446,1,"E"
1422,"Saint-Nazaire-Montoir Airport","St.-nazaire","France","SNR","LFRZ",47.3106,-2.1567,13,1,"E"
1423,"EuroAirport Basel-Mulhouse-Freiburg Airport","Mulhouse","France","BSL","LFSB",47.5900,7.5292,885,1,"E"
1424,"Colmar-Meyenheim Air Base","Colmar","France","","LFSC",47.9220,7.3997,693,1,"E"
1425,"Dijon-Bourgogne Airport","Dijon","France","DIJ","LFSD",47.2689,5.0900,726,1,"E"
1426,"Metz-Frescaty (BA 128) Air Base","Metz","France","MZM","LFSF",49.0717,6.1317,629,1,"E"
1427,"Épinal-Mirecourt Airport","Epinal","France","EPL","LFSG",48.3250,6.0700,1084,1,"E"
1428,"Haguenau Airport","Haguenau","France","","LFSH",48.7943,7.8176,491,1,"E"
1429,"Saint-Dizier-Robinson (BA 113) Air Base","St.-dizier","France","","LFSI",48.6360,4.8994,458,1,"E"
1430,"Montbéliard-Courcelles Airfield","Montbeliard","France","","LFSM",47.4870,6.7905,1041,1,"E"
1431,"Nancy-Essey Airport","Nancy","France","ENC","LFSN",48.6921,6.2305,751,1,"E"
1432,"Nancy-Ochey (BA 133) Air Base","Nancy","France","","LFSO",48.5831,5.9550,1106,1,"E"
1433,"Pontarlier Airport","Pontarlier","France","","LFSP",46.9040,6.3274,2683,1,"E"
1434,"Reims-Champagne (BA 112) Air Base","Reims","France","RHE","LFSR",49.3100,4.0500,312,1,"E"
1435,"Strasbourg Airport","Strasbourg","France","SXB","LFST",48.5383,7.6282,505,1,"E"
1436,"Luxeuil-Saint-Sauveur (BA 116) Air Base","Luxeuil","France","","LFSX",47.7831,6.3642,913,1,"E"
1437,"Cuers-Pierrefeu Airport","Cuers","France","","LFTF",43.2478,6.1267,266,1,"E"
1438,"Toulon-Hyères Airport","Hyeres","France","TLN","LFTH",43.0973,6.1460,7,1,"E"
1439,"Nîmes-Arles-Camargue Airport","Nimes","France","FNI","LFTW",43.7574,4.4163,309,1,"E"
1440,"Miquelon Airport","Miquelon","Saint Pierre and Miquelon","MQC","LFVM",47.0955,-56.3803,10,-3,"U"
1441,"St Pierre Airport","St.-pierre","Saint Pierre and Miquelon","FSP","LFVP",46.7629,-56.1731,27,-3,"U"
1442,"Ambérieu Air Base (BA 278)","Amberieu","France","","LFXA",45.9873,5.3284,823,1,"E"
1443,"Damblain Airport","Damblain","France","","LFYD",48.0863,5.6641,1280,1,"E"
1444,"Andravida Air Base","Andravida","Greece","PYR","LGAD",37.9207,21.2926,55,2,"E"
1445,"Agrinion Air Base","Agrinion","Greece","AGQ","LGAG",38.6020,21.3512,154,2,"E"
1446,"Dimokritos Airport","Alexandroupolis","Greece","AXD","LGAL",40.8559,25.9563,24,2,"E"
1447,"Alexandria Airport","Alexandria","Greece","","LGAX",40.6511,22.4887,27,2,"E"
1448,"Nea Anchialos Airport","Nea Anghialos","Greece","VOL","LGBL",39.2196,22.7943,83,2,"E"
1449,"Elefsis Airport","Elefsis","Greece","","LGEL",38.0638,23.5560,143,2,"E"
1450,"Chios Island National Airport","Chios","Greece","JKH","LGHI",38.3432,26.1406,15,2,"E"
1451,"Ioannina Airport","Ioannina","Greece","IOA","LGIO",39.6964,20.8225,1558,2,"E"
1452,"Heraklion International Nikos Kazantzakis Airport","Heraklion","Greece","HER","LGIR",35.3397,25.1803,115,2,"E"
1453,"Kastoria National Airport","Kastoria","Greece","KSO","LGKA",40.4463,21.2822,2167,2,"E"
1454,"Kithira Airport","Kithira","Greece","KIT","LGKC",36.2743,23.0170,1045,2,"E"
1455,"Kefallinia Airport","Keffallinia","Greece","EFL","LGKF",38.1201,20.5005,59,2,"E"
1456,"Kalamata Airport","Kalamata","Greece","KLX","LGKL",37.0683,22.0255,26,2,"E"
1457,"Amigdhaleon Airport","Kavala","Greece","","LGKM",40.9728,24.3414,203,2,"E"
1458,"Kos Airport","Kos","Greece","KGS","LGKO",36.7933,27.0917,412,2,"E"
